id,categoryname,en,ja,jaji,zh,zhji,ko,koji,de,ru,ruji,fr,es,it,ta,taji,te,teji,kn
560,Traffic,train ride,列車の旅,ressha no tabi,火车旅行,huǒchē lǚxíng,기차 타기,gicha tagi,die Zugfahrt,поездка на поезде,poyezdka na poyezde,le trajet en train,el viaje en tren,il viaggio in treno,இரயில் பயணம்,irayil payaṇam,రైలు పరుగు,railu prayāṇaṁ,ರೈಲು ಪ್ರಯಾಣ
561,Traffic,tram,路面電車,romen densha,有轨电车,yǒu guǐ diànchē,전차,jeoncha,die Straßenbahn,трамвай,tramvay,le tramway,el tranvía,il tram,டிராம்,ṭirām,వీధులలో పట్టాలపై పరిగెడు ఓ విధమైన ప్రయాణ సాధనం,ṭrām,ರಸ್ತೆರೈಲು
562,Traffic,transport,輸送,yusō,运输,yùnshū,수송,susong,der Transport,транспорт,transport,le transport,el transporte,il trasporto,போக்குவரத்து,pōkkuvarattu,రవాణా,ravāṇā,ಸಾಗಣೆ
563,Traffic,tricycle,三輪車,sanrinsha,三轮车,sānlúnchē,세발 자전거,sebal jajeongeo,das Dreirad,трехколесный велосипед,trekhkolesnyy velosiped,le tricycle,el triciclo,il triciclo,மூன்று சக்கர வண்டி,mūṉṟu cakkara vaṇṭi,మూడు చక్రములు గల బండి,ṭrai saikil,ತ್ರಿಚಕ್ರ ಸೈಕಲ್
564,Traffic,truck,トラック,torakku,卡车,kǎchē,트럭,teuleog,der Lastwagen,грузовик,gruzovik,le camion,el camión,il camion,சரக்குந்து,carakkuntu,ఎక్కువ చక్రాల లారీ,ṭrak,ಟ್ರಕ್
565,Traffic,two-way traffic,双方向のトラフィック,sōhōkō no torafikku,双向行车,shuāngxiàng xíngchē,양방향 통행,yangbanghyang tonghaeng,der Gegenverkehr,встречное движение,vstrechnoye dvizheniye,la circulation en sens inverse,la vía de doble sentido,il doppio senso di marcia,இரு வழி போக்குவரத்து,iru vaḻi pōkkuvarattu,రెండు వైపులా సంచరించు మార్గము,ṭū vē ṭrāphik,ದ್ವಿಮುಖ ಸಂಚಾರ
566,Traffic,underpass,地下道,chikadō,地下通道,dìxià tōngdào,지하도,jihado,die Unterführung,подземный переход,podzemnyy perekhod,le passage souterrain,el paso subterráneo,il sottopassaggio,சுரங்கப் பாதை,curaṅkap pātai,సొరంగ మార్గము,soraṅga mārgamu,ಸುರಂಗ ಮಾರ್ಗ
567,Traffic,wheel,車輪,sharin,方向盘,fāngxiàngpán,바퀴\, 핸들,bakwi\, haendeul,das Steuerrad,штурвал,shturval,le gouvernail,la rueda,il timone,சக்கரம்,cakkaram,చక్రము,cakramu,ಚಾಲನ ಚಕ್ರ
568,Traffic,zeppelin,飛行船,hikōsen,飞艇,fēitǐng,체펠린 비행선,chepellin bihaengseon,der Zeppelin,дирижабль,dirizhabl',le dirigeable,el zepelín,il dirigibile,ஜெப்பெலின்,jeppeliṉ,పెద్ద విమానము,jepelin,ಝೆಪೆಲಿನ್
569,Fruits,almond,アーモンド,āmondo,杏仁,xìngrén,아몬드,amondeu,die Mandel,миндаль,mindal',l'amande,la almendra,la mandorla,பாதாம் கொட்டை,pātām koṭṭai,బాదం,bādaṁ,ಬಾದಾಮಿ
570,Fruits,apple,リンゴ,ringo,苹果,píngguǒ,사과,sagwa,der Apfel,яблоко,yabloko,la pomme,la manzana,la mela,ஆப்பிள்,āppiḷ,ఆపిల్ పండు,āpil,ಸೇಬು
571,Fruits,apricot,杏,anzu,杏,xìng,살구,salgu,die Aprikose,абрикос,abrikos,l'abricot,el albaricoque,l'albicocca,சர்க்கரை பாதாமி,carkkarai pātāmi,నేరేడు పండు,nērēḍu paṇḍu,ಸಕ್ಕರೆ ಬಾದಾಮಿ
572,Fruits,banana,バナナ,banana,香蕉,xiāngjiāo,바나나,banana,die Banane,банан,banan,la banane,el plátano,la banana,வாழை,vāḻai,అరటి పండు,araṭi paṇḍu,ಬಾಳೆಹಣ್ಣು
573,Fruits,banana peel,バナナの皮,banananokawa,香蕉皮,xiāngjiāo pí,바나나 껍질,banana kkeobjil,die Bananenschale,банановая кожура,bananovaya kozhura,la peau de banane,la cáscara de plátano,la buccia di banana,வாழைத் தோல்,vāḻait tōl,అరటి పై తొక్క,araṭi tokka,ಬಾಳೆಹಣ್ಣಿನ ಸಿಪ್ಪೆ
574,Fruits,berry,ベリー,berī,浆果,jiāngguǒ,산딸기류 열매,santtalgilyu yeolmae,die Beere,ягода,yagoda,la baie,la baya,la bacca,பெர்ரி,perri,రేగిపండు,rēgupaṇḍu,ಬೆರಿ
575,Fruits,blackberry,ブラックベリー,burakkuberī,黑莓,hēiméi,블랙베리,beullaegbeli,die Brombeere,ежевика,yezhevika,la mûre,la mora,la mora,பிளாக்பெர்ரி,piḷākperri,నల్ల రేగు పండ్లు,nalla rēgupaṇḍu,ಬ್ಲ್ಯಾಕ್ ಬೆರಿ
576,Fruits,blood orange,ブラッドオレンジ,buraddoorenji,血橙,xuè chéng,검붉은 오렌지,geombulg-eun olenji,die Blutorange,апельсин-королек,apel'sin-korolek,l'orange sanguine,la naranja de pulpa roja,l'arancia rossa,இரத்த வண்ண ஆரஞ்சு,iratta vaṇṇa ārañcu,రక్తవర్ణపు నారింజ,eṟṟa nārin̄ja,(ರಕ್ತ) ಕಿತ್ತಳೆ
577,Fruits,blueberry,ブルーベリー,burūberī,蓝莓,lánméi,블루베리,beullubeli,die Blaubeere,черника,chernika,la myrtille,el arándano,il mirtillo,அவுரிநெல்லி,avurinelli,నీలము రేగుపండు,nīlaṁ rēgupaṇḍu,ಬ್ಲೂಬೆರಿ
578,Fruits,cherry,サクランボ,sakuranbo,樱桃,yīngtáo,체리,cheli,die Kirsche,вишня,vishnya,la cerise,la cereza,la ciliegia,செர்ரி,cerri,చెర్రీ పండు,cerrī paṇḍu,ಚೆರಿ
579,Fruits,fig,イチジク,ichijiku,无花果,wúhuāguǒ,무화과,muhwagwa,die Feige,инжир,inzhir,la figue,el higo,il fico,அத்தி,atti,అంజీరము,atti paṇḍu,ಅಂಜೂರ
580,Fruits,fruit,フルーツ,furūtsu,水果,shuǐguǒ,과일,gwail,die Frucht,фрукт,frukt,le fruit,la fruta,il frutto,பழம்,paḻam,పండు,paṇḍu,ಹಣ್ಣು
581,Fruits,fruit salad,フルーツサラダ,furūtsusarada,水果沙拉,shuǐguǒ shālā,과일 샐러드,gwail saelleodeu,der Obstsalat,фруктовый салат,fruktovyy salat,la salade de fruits,la ensalada de frutas,la macedonia di frutta,பழக் கலவை,paḻak kalavai,పళ్ళ మిశ్రమ తినుబండారము,phrūṭ salāḍ,ಹಣ್ಣಿನ ರಸಾಯನ
582,Fruits,fruits,果物,kudamono,水果,shuǐguǒ,과일,gwail,das Obst,фрукт,frukt,Fruits -,las frutas,la frutta,பழங்கள்,paḻaṅkaḷ,పండ్లు,paṇḍlu,ಹಣ್ಣುಗಳು
583,Fruits,gooseberry,グーズベリー,gūzuberī,醋栗,cù lì,구스베리,guseubeli,die Stachelbeere,крыжовник,kryzhovnik,la groseille à maquereau,la grosella espinosa,l'uva spina,நெல்லிக்காய்,nellikkāy,ఉసిరికాయ,usirikāya,ಗೂಸ್ ಬೆರಿ
584,Fruits,grape,ブドウ,budō,葡萄,pútáo,포도,podo,die Weintraube,виноград,vinograd,le raisin,la uva,l'uva,திராட்சை,tirāṭcai,ద్రాక్ష,drākṣa,ದ್ರಾಕ್ಷಿ
585,Fruits,grapefruit,グレープフルーツ,gurēpufurūtsu,柚子,yòuzi,자몽,jamong,die Grapefruit,грейпфрут,greypfrut,le pamplemousse,el pomelo,il pompelmo,பப்ளிமாஸ் பழம்,papḷimās paḻam,ద్రాక్షపండు,grēp phrūṭ,ದ್ರಾಕ್ಷಿ ಹಣ್ಣು
586,Fruits,kiwi,キウイ,kiui,猕猴桃,míhóutáo,키위,kiwi,die Kiwi,киви,kivi,le kiwi,el kiwi,il kiwi,பசலிப்பழம்,pacalippaḻam,కివీ,kivī paṇḍu,ಕಿವಿ
587,Fruits,lemon,レモン,remon,柠檬,níngméng,레몬,lemon,die Zitrone,лимон,limon,le citron,el limón,il limone,எலுமிச்சை,elumiccai,పెద్ద నిమ్మపండు,gajanim'mapaṇḍu,ಗಜನಿಂಬೆ
588,Fruits,lime,ライム,raimu,酸橙,suān chéng,라임,laim,die Limone,лайм,laym,le citron vert,la lima,il lime,சாத்துக்குடி,cāttukkuṭi,నిమ్మ పండు,nim'ma paṇḍu,ನಿಂಬೆಹಣ್ಣು
589,Fruits,lychee,レイシ,reishi,荔枝,lìzhī,리치,lichi,die Litschi,личи,lichi,le litchi,el litchi,il lychee,விளச்சிப்பழம்,viḷaccippaḻam,లీచీ,līcī,ಲಿಚಿ
590,Fruits,mandarin,みかん,mikan,柑桔,gān jú,귤,gyul,die Mandarine,мандарин,mandarin,la mandarine,la mandarina,il mandarino,கமலா ஆரஞ்சு,kamalā ārañcu,మాండరిన్,nim'majātipaṇḍu,ಸಣ್ಣ ಕಿತ್ತಳೆ ಹಣ್ಣು
591,Fruits,mango,マンゴー,mangō,芒果,mángguǒ,망고,mang-go,die Mango,манго,mango,la mangue,el mango,il mango,மாங்கனி,māṅkaṉi,మామిడి,māmiḍi,ಮಾವಿನ ಹಣ್ಣು
592,Fruits,melon,メロン,meron,甜瓜,tiánguā,멜론,mellon,die Melone,дыня,dynya,le melon,el melón,il melone,முலாம்பழம்,mulāmpaḻam,పుచ్చకాయ,kharbūjā paṇḍu,ಕರಬೂಜ
593,Fruits,nectarine,ネクタリン,nekutarin,油桃,yóu táo,천도 복숭아,cheondo bogsung-a,die Nektarine,нектарин,nektarin,la nectarine,la nectarina,la pesca noce,நெக்டரின்,nekṭariṉ,ఓ రకం పండు,pīc paṇḍu,ನೆಕ್ಟರಿನ್
594,Fruits,orange,オレンジ,orenji,橙子,chéngzi,오렌지,olenji,die Orange,апельсин,apel'sin,l'orange,la naranja,l'arancia,ஆரஞ்சு,ārañcu,కమలాపండు,nārin̄ja,ಕಿತ್ತಳೆ ಹಣ್ಣು
595,Fruits,papaya,パパイヤ,papaiya,木瓜,mùguā,파파야,papaya,die Papaya,папайя,papayya,la papaye,la papaya,la papaya,பப்பாளிப்பழம்,pappāḷippaḻam,బొప్పాయి,boppāyi,ಪರಂಗಿ ಹಣ್ಣು
596,Fruits,peach,桃,momo,桃子,táozi,복숭아,bogsung-a,der Pfirsich,персик,persik,la pêche,el melocotón,la pesca,குழிப்பேரி,kuḻippēri,శప్తాలు పండు,śaptālu paṇḍu,ಪೀಚ್
597,Fruits,pear,梨,nashi,梨,lí,배,bae,die Birne,груша,grusha,la poire,la pera,la pera,பேரிக்காய்,pērikkāy,నేరేడు రకానికి చెందిన పండు,bēri paṇḍu,ಪೇರು ಹಣ್ಣು
598,Fruits,pineapple,パイナップル,painappuru,菠萝,bōluó,파인애플,pain-aepeul,die Ananas,ананас,ananas,l'ananas,la piña,l'ananas,அன்னாசி,aṉṉāci,అనాస పండు,anāsa,ಅನಾನಾಸ್
599,Fruits,plum,梅,ume,李子,lǐzǐ,자두,jadu,die Zwetschge,слива,sliva,la quetsche,la ciruela,la prugna,ப்ளம்,pḷam,రేగు,rēgu paṇḍu,ಪ್ಲಮ್
600,Fruits,plum1,梅,ume,李子,lǐzǐ,자두,jadu,die Zwetschge,слива,sliva,la quetsche,la ciruela,la prugna,ப்ளம்,pḷam,రేగు,rēgu paṇḍu,ಪ್ಲಮ್
601,Fruits,pomegranate,ザクロ,zakuro,石榴,shíliú,석류,seoglyu,der Granatapfel,гранат,granat,la grenade,la granada,il melograno,மாதுளை,mātuḷai,దానిమ్మపండు,dānim'mapaṇḍu,ದಾಳಿಂಬೆ
602,Fruits,prickly pear,ウチワサボテン,uchiwasaboten,仙人掌果,xiānrénzhǎng guǒ,선인장 열매,seon-injang yeolmae,die Kaktusfeige,плод опунции,plod opuntsii,la figue de Barbarie,el higo chumbo,il fico d'India,நாகதாளி,nākatāḷi,ముళ్ళుగల నేరేడు జాతిపండు,muḷḷa bēripaṇḍu,ಮುಳ್ಳು ಪೇರಲೆ
603,Fruits,quince,マルメロ,marumero,木瓜,mùguā,마르멜로,maleumello,die Quitte,айва,ayva,le coing,el membrillo,la mela cotogna,சீமைமாதுளம்பழம்,cīmaimātuḷampaḻam,ఒక విశేష వృక్షము,sīmadānim'ma,ಕ್ವಿನ್ಸ್ ಕಾಯಿ
604,Fruits,raspberry,ラズベリー,razuberī,红莓,hóng méi,라즈베리,lajeubeli,die Himbeere,малина,malina,la framboise,la frambuesa,il lampone,புற்றுப்பழம்,puṟṟuppaḻam,మేడిపండు,mēḍipaṇḍu,ರಾಸ್ಪ್ ಬೆರಿ
605,Fruits,redcurrant,赤すぐり,akasuguri,红醋栗,hóng cù lì,레드커런트,ledeukeoleonteu,die Johannisbeere,смородина,smorodina,la groseille,la grosella,il ribes,செந்திராட்சை,centirāṭcai,ఎరుపుద్రాక్ష,kis mis paṇḍu,ಕೆಂಪು ದ್ವೀಪದ್ರಾಕ್ಷಿ
606,Fruits,star fruit,スターフルーツ,sutāfurūtsu,杨桃,yángtáo,별 모양의 과일,byeol moyang-ui gwail,die Sternfrucht,карамбола,karambola,le carambole,la fruta estrella,la carambola,நட்சத்திர பழம்,naṭcattira paḻam,నక్షత్రం పండు,nakṣatraṁ paṇḍu,ನಕ್ಷತ್ರ ಹಣ್ಣು
607,Fruits,strawberry,イチゴ,ichigo,草莓,cǎoméi,딸기,ttalgi,die Erdbeere,клубника,klubnika,la fraise,la fresa,la fragola,ஸ்ட்ராபெரி,sṭrāperi,స్ట్రాబెర్రీ,sṭrāberrī,ಸ್ಟ್ರಾಬೆರಿ
608,Fruits,watermelon,スイカ,suika,西瓜,xīguā,수박,subag,die Wassermelone,арбуз,arbuz,la pastèque,la sandía,l'anguria,தர்பூசணி,tarpūcaṇi,పుచ్చపండు,puccakāya,ಕಲ್ಲಂಗಡಿ
609,Leisure,angler,釣り人,tsurihito,垂钓者,chuídiào zhě,낚시꾼,nakksikkun,der Angler,рыболов,rybolov,le pêcheur,el pescador,il pescatore,தூண்டிலாளர்,tūṇṭilāḷar,జాలరి,cēpalu paṭṭēvāḍu,ಗಾಳ ಹಾಕಿ ಮೀನು ಹಿಡಿಯುವವನು
610,Leisure,aquarium,水族館,suizokukan,水族馆,shuǐzú guǎn,수족관,sujoggwan,das Aquarium,аквариум,akvarium,l'aquarium,el acuario,l'acquario,மீன் காட்சியகம்,mīṉ kāṭciyakam,ఆక్వేరియం,ākvēriyaṁ,ಮೀನು ತೊಟ್ಟಿ
611,Leisure,bath towel,バスタオル,basu taoru,浴巾,yùjīn,목욕용 수건,mog-yog-yong sugeon,das Badetuch,полотенце,polotentse,la serviette de bain,la toalla de baño,il telo mare,குளியல் துண்டு,kuḷiyal tuṇṭu,స్నానపు తువాలు,snānapu tuvālu,ಸ್ನಾನದ ಚೌಕ
612,Leisure,beach ball,ビーチボール,bīchibōru,沙滩球,shātān qiú,물놀이용 공,mulnol-iyong gong,der Wasserball,надувной мяч для игры на пляже,naduvnoy myach dlya igry na plyazhe,le water-polo,la pelota de playa,il pallone da spiaggia,கடற்கரைப் பந்து,kaṭaṟkaraip pantu,సముద్రతీరపు బంతి,bīc bāl,ಸಮುದ್ರತೀರದ ಚೆಂಡು
613,Leisure,belly dance,ベリーダンス,berīdansu,肚皮舞,dùpí wǔ,벨리 댄스,belli daenseu,der Bauchtanz,танец живота,tanets zhivota,la danse du ventre,la danza del vientre,la danza del ventre,வயிற்றை அசைத்து ஆடும் நடனம்,vayiṟṟai acaittu āṭum naṭaṉam,బొడ్డు డ్యాన్స్,bellī ḍyāns,ಉದರ ನೃತ್ಯ
614,Leisure,bingo,ビンゴ,Bingo,宾戈游戏,bīn gē yóuxì,빙고,bing-go,das Bingo,бинго,bingo,le bingo,el bingo,il bingo,பிங்கோ,piṅkō,పేకాట,biṅgō,ಬಿಂಗೊ
615,Leisure,board,ボード,bōdo,棋盘,qípán,판,pan,das Spielbrett,шахматная доска,shakhmatnaya doska,le plateau de jeu,el tablero,la scacchiera,விளையாட்டுப் பலகை,viḷaiyāṭṭup palakai,బోర్డు,bōrḍu,ಆಟದ ಮಣೆ
616,Leisure,bowling,ボーリング,bōringu,保龄球,bǎolíngqiú,볼링,bolling,das Bowling,боулинг,bouling,le bowling,los bolos,il bowling,பந்துவீச்சு,pantuvīccu,బౌలింగ్,bauliṅg,ಬೌಲಿಂಗ್
617,Leisure,cable car,ケーブルカー,kēburukā,缆车,lǎnchē,케이블카,keibeulka,die Seilbahn,канатная дорога,kanatnaya doroga,le téléphérique,el teleférico,la funivia,இழுவைக் கார்,iḻuvaik kār,కేబుల్ కారు,kēbul kāru,ಹೊರಜಿ ಕಾರ್
618,Leisure,camping,キャンプ,kyanpu,露营,lùyíng,캠핑,kaemping,das Camping,кемпинг,kemping,le camping,el camping,il campeggio,முகாமிடுதல்,mukāmiṭutal,శిబిరము వేయు,kyāmpu vēyu,ಡೇರೆಯಲ್ಲಿ ಉಳಿಯುವುದು
619,Leisure,camping stove,キャンプストーブ,kyanpusutōbu,煤气灶,méiqì zào,캠핑용 레인지,kaemping-yong leinji,der Gaskocher,газовая плита,gazovaya plita,le réchaud de camping,el hornillo de gas,il fornelletto da campo,முகாம் அடுப்பு,mukām aṭuppu,శిబిరాలకు పొయ్యి,kyāmpu poyyi,ಬಿಡಾರದ ಅಗ್ಗಿಷ್ಟಿಕೆ
620,Leisure,canoe trip,カヌートリップ,kanūtorippu,独木舟之旅,dú mùzhōu zhī lǚ,카누 여행,kanu yeohaeng,die Kanutour,поездка на каноэ,poyezdka na kanoe,la balade en canoë,el viaje en canoa,la canoa,படகுப் பயணம்,paṭakup payaṇam,కానో విహారము,kānō ṭrip,ನಾವೆ ಪ್ರಯಾಣ
621,Leisure,card game,トランプゲーム,toranpugēmu,纸牌游戏,zhǐpái yóuxì,카드 게임,kadeu geim,das Kartenspiel,игра в карты,igra v karty,le jeu de cartes,el juego de cartas,il gioco di carte,சீட்டாட்டம்,cīṭṭāṭṭam,కార్డు ఆట,kārḍ gēm,ಇಸ್ಪೀಟಾಟ
622,Leisure,carnival,カーニバル,kānibaru,狂欢节,kuánghuān jié,카니발,kanibal,der Karneval,карнавал,karnaval,le carnaval,el carnaval,il carnevale,களியாட்டம்,kaḷiyāṭṭam,సంబరాలు,kārnivāl,ಸ್ವೇಚ್ಚಾ ವಿಹಾರೋತ್ಸವ
623,Leisure,carousel,回転木馬,kaiten mokuba,旋转木马,xuánzhuǎn mùmǎ,회전 목마,hoejeon mogma,das Karussell,карусель,karusel',le manège,el carrusel,la giostra,கரூசல்,karūcal,రంగులరాట్నం,raṅgularāṭnaṁ,ತಿರುಗು ಯಂತ್ರ
624,Leisure,carving,彫刻,chōkoku,雕刻,diāokè,조각,jogag,die Schnitzerei,резьба,rez'ba,la sculpture,la talla,l'intaglio,சிற்பம்,ciṟpam,చెక్కడము,cekkuḍu,ಕೆತ್ತನೆ ಕೆಲಸ
625,Leisure,chess game,チェスゲーム,chesugēmu,国际象棋,guójì xiàngqí,체스 게임,cheseu geim,das Schachspiel,шахматы,shakhmaty,le jeu d'échecs,el juego de ajedrez,il gioco di scacchi,சதுரங்க விளையாட்டு,caturaṅka viḷaiyāṭṭu,చదరంగము ఆట,cadaraṅgamu,ಚದುರಂಗದ ಆಟ
626,Leisure,chess piece,チェスの駒,chesunokoma,棋子,qízǐ,체스의 말,cheseuui mal,die Schachfigur,шахматная фигура,shakhmatnaya figura,la pièce d'échecs,la pieza de ajedrez,il pezzo degli scacchi,சதுரங்கக் காய்,caturaṅkak kāy,చదరంగము పావు,cadaraṅga pāvu,ಚದುರಂಗದ ಕಾಯಿಗಳು
627,Leisure,crime novel,犯罪小説,hanzai shōsetsu,侦探小说,zhēntàn xiǎoshuō,범죄 소설,beomjoe soseol,der Kriminalroman,детективный роман,detektivnyy roman,le roman policier,la novela negra,il libro giallo,துப்பறியும் நாவல்,tuppaṟiyum nāval,నేర నవల,nēra navala,ಪತ್ತೆದಾರಿ ಕಾದಂಬರಿ
628,Leisure,crossword puzzle,クロスワードパズル,kurosuwādopazuru,字谜,zìmí,낱말 맞추기 퍼즐,natmal majchugi peojeul,das Kreuzworträtsel,кроссворд,krossvord,les mots croisés,el crucigrama,il cruciverba,குறுக்கெழுத்துப் புதிர்,kuṟukkeḻuttup putir,పదరంగము పజిల్,krās varḍ pajil,ಪದಬಂಧ
629,Leisure,dice,さいころ,sai koro,色子,shǎi zi,정육면체,jeong-yugmyeonche,der Würfel,кубик,kubik,le cube,el dado,il dado,பகடைக்காய்,pakaṭaikkāy,ఘనాకార వస్తువు,pācika,ದಾಳ
630,Leisure,dance,ダンス,dansu,舞蹈,wǔdǎo,춤,chum,der Tanz,танец,tanets,la danse,la danza,la danza,நடனம்,naṭaṉam,నృత్యము,nr̥tyamu,ನೃತ್ಯ
631,Leisure,darts,ダーツ,dātsu,飞镖,fēibiāo,다트,dateu,das Dartspiel,дартс,darts,les fléchettes,los dardos,le freccette,ஈட்டிகள்,īṭṭikaḷ,బాణాలు,bāṇālu,ಈಟಿಯಾಟ
632,Leisure,deckchair,デッキチェア,dekkichea,躺椅,tǎngyǐ,휴대용 의자,hyudaeyong uija,der Liegestuhl,шезлонг,shezlong,le transat,la tumbona,la sedia a sdraio,சாய்வு நாற்காலி,cāyvu nāṟkāli,విరామ కుర్చీ,maḍata kurcī,ಆರಾಮ ಕುರ್ಚಿ
633,Leisure,dinghy,ディンギー,dingī,小艇,xiǎo tǐng,소형 보트,sohyeong boteu,das Schlauchboot,надувная лодка,naduvnaya lodka,le bateau gonflable,el bote neumático,il gommone,காற்று இரப்பர்படகு,kāṟṟu irapparpaṭaku,అనుబంధించిన చిన్న పడవ,ḍiṅgī,ಹಡಗಿನ ಸಣ್ಣ ದೋಣಿ
634,Leisure,discotheque,ディスコ,disuko,迪斯科舞厅,dísīkē wǔtīng,디스코텍,diseukoteg,die Diskothek,дискотека,diskoteka,la discothèque,la discoteca,la discoteca,டிஸ்கோதே,ṭiskōtē,డిస్కోతెక్,ḍiskōtek,ಡಿಸ್ಕೊ
635,Leisure,dominoes,ドミノ,domino,多米诺骨牌,duōmǐnuò gǔpái,도미노,domino,das Dominospiel,домино,domino,les dominos,el dominó,il domino,டோமினோக்கள்,ṭōmiṉōkkaḷ,డొమినోలు,pācikalu,ಡೊಮಿನೋಸ್
636,Leisure,embroidery,刺繍,shishū,刺绣,cìxiù,자수,jasu,die Stickerei,вышивка,vyshivka,la broderie,el bordado,il ricamo,பூத்தையல்,pūttaiyal,చేతి అల్లిక,cēti allika,ಕಸೂತಿ
637,Leisure,fair,フェア,fea,民间节日,mínjiān jiérì,박람회,baglamhoe,das Volksfest,народный праздник,narodnyy prazdnik,la fête foraine,la feria,la fiera,பொருட்காட்சி,poruṭkāṭci,స్పురద్రూపము,santa,ಜಾತ್ರೆ
638,Leisure,ferris wheel,観覧車,kanran-sha,摩天轮,mótiān lún,회전식 관람차,hoejeonsig gwanlamcha,das Riesenrad,колесо обозрения,koleso obozreniya,la grande roue,la noria,la ruota panoramica,ராட்டினம்,rāṭṭiṉam,ఫెర్రీస్ చక్రము,pherrīs vīl,ಜಯಂಟ್ ವೀಲ್
639,Leisure,festival,祭り,matsuri,节日,jiérì,축제,chugje,das Fest,праздник,prazdnik,la fête,el festival,il festival,திருவிழா,tiruviḻā,పండుగ,paṇḍuga,ಹಬ್ಬ
640,Leisure,fireworks,花火,hanabi,烟花,yānhuā,불꽃놀이,bulkkochnol-i,das Feuerwerk,фейерверк,feyyerverk,le feu d'artifice,los fuegos artificiales,i fuochi d'artificio,வாண வேடிக்கைகள்,vāṇa vēṭikkaikaḷ,బాణసంచా,bāṇasan̄cā,ಪಟಾಕಿಗಳು
641,Leisure,game,ゲーム,gēmu,游戏,yóuxì,경기,gyeong-gi,das Spiel,игра,igra,le jeu,el juego,il gioco,விளையாட்டு,viḷaiyāṭṭu,ఆట,āṭa,ಆಟ
642,Leisure,golf,ゴルフ,gorufu,打高尔夫球,dǎ gāo'ěrfū qiú,골프,golpeu,das Golfspiel,игра гольф,igra gol'f,le golf,el golf,il golf,குழி பந்தாட்டம்,kuḻi pantāṭṭam,పచ్చిక బయళ్లలో ఆడే ఆట,gōlph,ಗಾಲ್ಫ್
643,Leisure,halma,ハルマ,Haruma,跳棋,tiàoqí,핼머,haelmeo,das Halma,уголки,ugolki,le Halma,el halma,la halma,சைனீஸ் செக்கர்ஸ்,caiṉīs cekkars,హాల్మా,hālmā,ಹಲ್ಮಾ ಆಟ
644,Leisure,hike,ハイキング,haikingu,远足,yuǎnzú,하이킹,haiking,die Wanderung,поход,pokhod,la randonnée,la excursión a pie,l'escursione,நடைப் பயணம்,naṭaip payaṇam,వృద్ధి,vr̥d'dhi,ಪಾದಯಾತ್ರೆ
645,Leisure,hobby,趣味,shumi,业余爱好,yèyú àihào,취미,chwimi,das Hobby,хобби,khobbi,les loisirs,la afición,l'hobby,பொழுது போக்கு,poḻutu pōkku,అలవాటు,hābī,ಹವ್ಯಾಸ
646,Leisure,holidays,休日,kyūjitsu,假期,jiàqī,휴일,hyuil,die Ferien,каникулы,kanikuly,les vacances,las vacaciones,le vacanze,விடுமுறை,viṭumuṟai,సెలవులు,selavulu,ರಜಾ ದಿನಗಳು
647,Leisure,journey,旅,tabi,旅行,lǚxíng,여행,yeohaeng,die Reise,путешествие,puteshestviye,le voyage,el viaje,il viaggio,பயணம்,payaṇam,ప్రయాణము,prayāṇamu,ಪ್ರಯಾಣ
648,Leisure,king,王様,ōsama,棋王,qíwáng,왕,wang,der König,царь,tsar',le roi,el rey,il re,அரசன்,aracaṉ,రాజు,rāju,ರಾಜ
649,Leisure,leisure time,余暇,yoka,闲暇时间,xiánxiá shíjiān,여가 시간,yeoga sigan,die Freizeit,свободное время,svobodnoye vremya,le temps libre,el ocio,il tempo libero,ஓய்வு நேரம்,ōyvu nēram,విరామ సమయము,tīrika vēḷa,ವಿರಾಮದ ಸಮಯ
650,Leisure,loom,機織り,hataori,织机,zhī jī,베틀,beteul,der Webstuhl,ткацкий станок,tkatskiy stanok,le métier à tisser,el telar,il telaio,தறி,taṟi,సాలెమగ్గము,maggamu,ಮಗ್ಗ
651,Leisure,pedal boat,足漕ぎボート,ashikogi bōto,踏板船,tàbǎn chuán,페달 보트,pedal boteu,das Tretboot,водный велосипед,vodnyy velosiped,le pédalo,el patín a pedales,la pedalò,மிதி படகு,miti paṭaku,కాలితో త్రొక్కి నడుపు పడవ,peḍalō bōṭ,ಕಾಲು ಮೆಟ್ಟಿನದೋಣಿ
652,Leisure,picture book,絵本,ehon,图画书,túhuà shū,그림책,geulimchaeg,das Bilderbuch,иллюстрированная книга,illyustrirovannaya kniga,le livre d'images,el libro de ilustraciones,il libro illustrato,படப் புத்தகம்,paṭap puttakam,బొమ్మల పుస్తకము,bom'mala pustakamu,ಚಿತ್ರಗಳ ಪುಸ್ತಕ
653,Leisure,playground,遊び場,asobiba,运动场,yùndòngchǎng,놀이터,nol-iteo,der Spielplatz,игровая площадка,igrovaya ploshchadka,le terrain de jeux,el patio de recreo,il parco giochi,விளையாட்டு மைதானம்,viḷaiyāṭṭu maitāṉam,ఆట మైదానము,krīḍāsthalaṁ,ಆಟದ ಮೈದಾನ
654,Leisure,playing card,トランプ,toranpu,扑克牌,pūkè pái,카드,kadeu,die Spielkarte,игральная карта,igral'naya karta,la carte à jouer,la carta de la baraja,la carta da gioco,விளையாட்டுச் சீட்டு,viḷaiyāṭṭuc cīṭṭu,పేక ముక్క,pēka mukka,ಇಸ್ಪೀಟು ಎಲೆಗಳು
